Date, Close
30/09/2020,3193.61
01/10/2020,3194.09
02/10/2020,3190.93
05/10/2020,3220.22
06/10/2020,3233.3
07/10/2020,3233.43
08/10/2020,3255.76
09/10/2020,3273.12
12/10/2020,3298.12
13/10/2020,3279.19
14/10/2020,3273.28
15/10/2020,3192.69
16/10/2020,3245.47
19/10/2020,3242.51
20/10/2020,3227.87
21/10/2020,3180.7
22/10/2020,3171.41
23/10/2020,3198.86
26/10/2020,3105.25
27/10/2020,3070.6
28/10/2020,2963.54
29/10/2020,2960.03
30/10/2020,2958.21
02/11/2020,3019.54
03/11/2020,3098.72
04/11/2020,3161.07
05/11/2020,3215.56
06/11/2020,3204.05
09/11/2020,3407.91
10/11/2020,3442.62
11/11/2020,3467.3
12/11/2020,3428.2
13/11/2020,3432.07
16/11/2020,3466.21
17/11/2020,3468.48
18/11/2020,3482.17
19/11/2020,3451.97
20/11/2020,3467.6
23/11/2020,3463.04
24/11/2020,3507.98
25/11/2020,3511.9
26/11/2020,3510.94
27/11/2020,3527.79
30/11/2020,3492.54
01/12/2020,3525.24
02/12/2020,3521.32
03/12/2020,3517.1
04/12/2020,3539.27
07/12/2020,3530.08
08/12/2020,3525.87
09/12/2020,3529.02
10/12/2020,3522.31
11/12/2020,3485.84
14/12/2020,3503.96
15/12/2020,3521.5
16/12/2020,3543
17/12/2020,3560.87
18/12/2020,3545.74
21/12/2020,3448.68
22/12/2020,3497.49
23/12/2020,3539.26
24/12/2020,3543.28
28/12/2020,3575.41
29/12/2020,3581.37
30/12/2020,3571.59
31/12/2020,3552.64
